image_path,true_emotion,predicted_emotion,correct
./dataset_fer/test/images/joy_fer_test_6413.jpg,joy,joy,1
./dataset_fer/test/images/surprise_fer_test_4210.jpg,surprise,surprise,1
./dataset_fer/test/images/fear_fer_test_211.jpg,fear,anger,0
./dataset_fer/test/images/anger_fer_test_4469.jpg,anger,anger,1
./dataset_fer/test/images/joy_fer_test_5472.jpg,joy,joy,1
./dataset_fer/test/images/surprise_fer_test_4306.jpg,surprise,joy,0
./dataset_fer/test/images/surprise_fer_test_3544.jpg,surprise,surprise,1
./dataset_fer/test/images/sadness_fer_test_1805.jpg,sadness,neutral,0
./dataset_fer/test/images/fear_fer_test_89.jpg,fear,fear,1
./dataset_fer/test/images/fear_fer_test_753.jpg,fear,anger,0
./dataset_fer/test/images/joy_fer_test_5714.jpg,joy,joy,1
./dataset_fer/test/images/joy_fer_test_6091.jpg,joy,joy,1
./dataset_fer/test/images/surprise_fer_test_4161.jpg,surprise,surprise,1
./dataset_fer/test/images/surprise_fer_test_4105.jpg,surprise,surprise,1
./dataset_fer/test/images/sadness_fer_test_1971.jpg,sadness,sadness,1
./dataset_fer/test/images/surprise_fer_test_3533.jpg,surprise,fear,0
./dataset_fer/test/images/neutral_fer_test_3040.jpg,neutral,sadness,0
./dataset_fer/test/images/joy_fer_test_5934.jpg,joy,joy,1
./dataset_fer/test/images/joy_fer_test_5479.jpg,joy,joy,1
./dataset_fer/test/images/neutral_fer_test_3073.jpg,neutral,neutral,1
./dataset_fer/test/images/anger_fer_test_5135.jpg,anger,anger,1
./dataset_fer/test/images/surprise_fer_test_4332.jpg,surprise,surprise,1
./dataset_fer/test/images/fear_fer_test_735.jpg,fear,sadness,0
./dataset_fer/test/images/neutral_fer_test_2377.jpg,neutral,sadness,0
./dataset_fer/test/images/neutral_fer_test_2572.jpg,neutral,neutral,1
./dataset_fer/test/images/joy_fer_test_6067.jpg,joy,joy,1
./dataset_fer/test/images/joy_fer_test_5644.jpg,joy,joy,1
./dataset_fer/test/images/joy_fer_test_5604.jpg,joy,joy,1
./dataset_fer/test/images/surprise_fer_test_3684.jpg,surprise,anger,0
./dataset_fer/test/images/neutral_fer_test_2830.jpg,neutral,neutral,1
./dataset_fer/test/images/surprise_fer_test_3833.jpg,surprise,joy,0
./dataset_fer/test/images/sadness_fer_test_1821.jpg,sadness,sadness,1
./dataset_fer/test/images/sadness_fer_test_1491.jpg,sadness,sadness,1
./dataset_fer/test/images/joy_fer_test_6909.jpg,joy,joy,1
./dataset_fer/test/images/neutral_fer_test_2640.jpg,neutral,neutral,1
./dataset_fer/test/images/joy_fer_test_5338.jpg,joy,joy,1
./dataset_fer/test/images/anger_fer_test_4970.jpg,anger,anger,1
./dataset_fer/test/images/joy_fer_test_5827.jpg,joy,joy,1
./dataset_fer/test/images/fear_fer_test_491.jpg,fear,fear,1
./dataset_fer/test/images/joy_fer_test_5657.jpg,joy,surprise,0
./dataset_fer/test/images/joy_fer_test_5926.jpg,joy,joy,1
./dataset_fer/test/images/surprise_fer_test_4094.jpg,surprise,surprise,1
./dataset_fer/test/images/anger_fer_test_4400.jpg,anger,anger,1
./dataset_fer/test/images/fear_fer_test_350.jpg,fear,anger,0
./dataset_fer/test/images/joy_fer_test_6946.jpg,joy,joy,1
./dataset_fer/test/images/fear_fer_test_638.jpg,fear,anger,0
./dataset_fer/test/images/joy_fer_test_6672.jpg,joy,joy,1
./dataset_fer/test/images/neutral_fer_test_3041.jpg,neutral,anger,0
./dataset_fer/test/images/fear_fer_test_291.jpg,fear,sadness,0
./dataset_fer/test/images/neutral_fer_test_3388.jpg,neutral,sadness,0
./dataset_fer/test/images/sadness_fer_test_2168.jpg,sadness,neutral,0
./dataset_fer/test/images/joy_fer_test_6604.jpg,joy,joy,1
./dataset_fer/test/images/sadness_fer_test_1804.jpg,sadness,sadness,1
./dataset_fer/test/images/sadness_fer_test_1673.jpg,sadness,sadness,1
./dataset_fer/test/images/sadness_fer_test_1636.jpg,sadness,sadness,1
./dataset_fer/test/images/joy_fer_test_6393.jpg,joy,joy,1
./dataset_fer/test/images/sadness_fer_test_1321.jpg,sadness,sadness,1
./dataset_fer/test/images/surprise_fer_test_3545.jpg,surprise,surprise,1
./dataset_fer/test/images/anger_fer_test_5091.jpg,anger,anger,1
./dataset_fer/test/images/surprise_fer_test_3505.jpg,surprise,surprise,1
./dataset_fer/test/images/surprise_fer_test_4313.jpg,surprise,surprise,1
./dataset_fer/test/images/surprise_fer_test_3550.jpg,surprise,surprise,1
./dataset_fer/test/images/neutral_fer_test_3274.jpg,neutral,neutral,1
./dataset_fer/test/images/sadness_fer_test_2062.jpg,sadness,sadness,1
./dataset_fer/test/images/neutral_fer_test_2883.jpg,neutral,neutral,1
./dataset_fer/test/images/neutral_fer_test_3072.jpg,neutral,sadness,0
./dataset_fer/test/images/surprise_fer_test_4248.jpg,surprise,neutral,0
./dataset_fer/test/images/joy_fer_test_5706.jpg,joy,neutral,0
./dataset_fer/test/images/fear_fer_test_854.jpg,fear,sadness,0
./dataset_fer/test/images/neutral_fer_test_3316.jpg,neutral,neutral,1
./dataset_fer/test/images/anger_fer_test_4568.jpg,anger,anger,1
./dataset_fer/test/images/joy_fer_test_6120.jpg,joy,joy,1
./dataset_fer/test/images/joy_fer_test_6818.jpg,joy,joy,1
./dataset_fer/test/images/sadness_fer_test_1441.jpg,sadness,sadness,1
./dataset_fer/test/images/surprise_fer_test_3839.jpg,surprise,surprise,1
./dataset_fer/test/images/joy_fer_test_6448.jpg,joy,joy,1
./dataset_fer/test/images/fear_fer_test_425.jpg,fear,surprise,0
./dataset_fer/test/images/anger_fer_test_5130.jpg,anger,anger,1
./dataset_fer/test/images/sadness_fer_test_1402.jpg,sadness,anger,0
./dataset_fer/test/images/fear_fer_test_9.jpg,fear,anger,0
./dataset_fer/test/images/surprise_fer_test_4333.jpg,surprise,joy,0
./dataset_fer/test/images/anger_fer_test_5223.jpg,anger,anger,1
./dataset_fer/test/images/fear_fer_test_865.jpg,fear,sadness,0
./dataset_fer/test/images/joy_fer_test_5928.jpg,joy,joy,1
./dataset_fer/test/images/neutral_fer_test_2503.jpg,neutral,neutral,1
./dataset_fer/test/images/fear_fer_test_400.jpg,fear,sadness,0
./dataset_fer/test/images/joy_fer_test_5696.jpg,joy,joy,1
./dataset_fer/test/images/joy_fer_test_5717.jpg,joy,joy,1
./dataset_fer/test/images/anger_fer_test_5189.jpg,anger,anger,1
./dataset_fer/test/images/sadness_fer_test_1478.jpg,sadness,neutral,0
./dataset_fer/test/images/joy_fer_test_6568.jpg,joy,joy,1
./dataset_fer/test/images/joy_fer_test_7001.jpg,joy,joy,1
./dataset_fer/test/images/joy_fer_test_5800.jpg,joy,joy,1
./dataset_fer/test/images/neutral_fer_test_3427.jpg,neutral,neutral,1
./dataset_fer/test/images/neutral_fer_test_3141.jpg,neutral,neutral,1
./dataset_fer/test/images/sadness_fer_test_1469.jpg,sadness,sadness,1
./dataset_fer/test/images/anger_fer_test_4864.jpg,anger,anger,1
./dataset_fer/test/images/fear_fer_test_471.jpg,fear,anger,0
./dataset_fer/test/images/anger_fer_test_4355.jpg,anger,anger,1
./dataset_fer/test/images/joy_fer_test_5355.jpg,joy,joy,1
./dataset_fer/test/images/sadness_fer_test_1056.jpg,sadness,anger,0
./dataset_fer/test/images/anger_fer_test_4975.jpg,anger,anger,1
./dataset_fer/test/images/joy_fer_test_5311.jpg,joy,anger,0
./dataset_fer/test/images/fear_fer_test_769.jpg,fear,neutral,0
./dataset_fer/test/images/fear_fer_test_795.jpg,fear,anger,0
./dataset_fer/test/images/joy_fer_test_6441.jpg,joy,joy,1
./dataset_fer/test/images/neutral_fer_test_2516.jpg,neutral,neutral,1
./dataset_fer/test/images/surprise_fer_test_4031.jpg,surprise,joy,0
./dataset_fer/test/images/joy_fer_test_6986.jpg,joy,joy,1
./dataset_fer/test/images/joy_fer_test_5947.jpg,joy,joy,1
./dataset_fer/test/images/sadness_fer_test_2196.jpg,sadness,sadness,1
./dataset_fer/test/images/surprise_fer_test_3991.jpg,surprise,joy,0
./dataset_fer/test/images/joy_fer_test_6760.jpg,joy,joy,1
./dataset_fer/test/images/sadness_fer_test_1155.jpg,sadness,sadness,1
./dataset_fer/test/images/fear_fer_test_719.jpg,fear,anger,0
./dataset_fer/test/images/neutral_fer_test_3000.jpg,neutral,anger,0
./dataset_fer/test/images/sadness_fer_test_1619.jpg,sadness,sadness,1
./dataset_fer/test/images/sadness_fer_test_1943.jpg,sadness,anger,0
./dataset_fer/test/images/joy_fer_test_5727.jpg,joy,joy,1
./dataset_fer/test/images/joy_fer_test_6636.jpg,joy,joy,1
./dataset_fer/test/images/anger_fer_test_5041.jpg,anger,sadness,0
./dataset_fer/test/images/neutral_fer_test_3263.jpg,neutral,neutral,1
./dataset_fer/test/images/anger_fer_test_4752.jpg,anger,anger,1
./dataset_fer/test/images/neutral_fer_test_3192.jpg,neutral,neutral,1
./dataset_fer/test/images/neutral_fer_test_3452.jpg,neutral,anger,0
./dataset_fer/test/images/sadness_fer_test_1497.jpg,sadness,anger,0
./dataset_fer/test/images/fear_fer_test_170.jpg,fear,fear,1
./dataset_fer/test/images/surprise_fer_test_4073.jpg,surprise,surprise,1
./dataset_fer/test/images/joy_fer_test_6780.jpg,joy,joy,1
./dataset_fer/test/images/fear_fer_test_712.jpg,fear,anger,0
./dataset_fer/test/images/joy_fer_test_5587.jpg,joy,joy,1
./dataset_fer/test/images/surprise_fer_test_4149.jpg,surprise,surprise,1
./dataset_fer/test/images/joy_fer_test_6160.jpg,joy,joy,1
./dataset_fer/test/images/sadness_fer_test_1705.jpg,sadness,anger,0
./dataset_fer/test/images/anger_fer_test_4914.jpg,anger,anger,1
./dataset_fer/test/images/fear_fer_test_317.jpg,fear,surprise,0
./dataset_fer/test/images/fear_fer_test_660.jpg,fear,joy,0
./dataset_fer/test/images/joy_fer_test_6009.jpg,joy,joy,1
./dataset_fer/test/images/surprise_fer_test_4168.jpg,surprise,surprise,1
./dataset_fer/test/images/neutral_fer_test_3212.jpg,neutral,neutral,1
./dataset_fer/test/images/joy_fer_test_6977.jpg,joy,joy,1
./dataset_fer/test/images/anger_fer_test_4582.jpg,anger,anger,1
./dataset_fer/test/images/joy_fer_test_6262.jpg,joy,joy,1
./dataset_fer/test/images/joy_fer_test_6750.jpg,joy,joy,1
./dataset_fer/test/images/neutral_fer_test_3100.jpg,neutral,neutral,1
./dataset_fer/test/images/fear_fer_test_713.jpg,fear,anger,0
./dataset_fer/test/images/joy_fer_test_5856.jpg,joy,joy,1
./dataset_fer/test/images/neutral_fer_test_3336.jpg,neutral,joy,0
./dataset_fer/test/images/joy_fer_test_5593.jpg,joy,joy,1
./dataset_fer/test/images/joy_fer_test_6759.jpg,joy,joy,1
./dataset_fer/test/images/anger_fer_test_4825.jpg,anger,surprise,0
./dataset_fer/test/images/anger_fer_test_5262.jpg,anger,anger,1
./dataset_fer/test/images/joy_fer_test_6525.jpg,joy,joy,1
./dataset_fer/test/images/neutral_fer_test_3273.jpg,neutral,sadness,0
./dataset_fer/test/images/fear_fer_test_1021.jpg,fear,anger,0
./dataset_fer/test/images/neutral_fer_test_2551.jpg,neutral,neutral,1
./dataset_fer/test/images/sadness_fer_test_1923.jpg,sadness,sadness,1
./dataset_fer/test/images/joy_fer_test_6817.jpg,joy,joy,1
./dataset_fer/test/images/neutral_fer_test_3087.jpg,neutral,sadness,0
./dataset_fer/test/images/anger_fer_test_5200.jpg,anger,anger,1
./dataset_fer/test/images/fear_fer_test_485.jpg,fear,fear,1
./dataset_fer/test/images/surprise_fer_test_3896.jpg,surprise,fear,0
./dataset_fer/test/images/joy_fer_test_6387.jpg,joy,joy,1
./dataset_fer/test/images/anger_fer_test_5214.jpg,anger,anger,1
./dataset_fer/test/images/surprise_fer_test_4267.jpg,surprise,anger,0
./dataset_fer/test/images/surprise_fer_test_4307.jpg,surprise,anger,0
./dataset_fer/test/images/anger_fer_test_4543.jpg,anger,anger,1
./dataset_fer/test/images/joy_fer_test_5374.jpg,joy,joy,1
./dataset_fer/test/images/anger_fer_test_4458.jpg,anger,anger,1
./dataset_fer/test/images/fear_fer_test_447.jpg,fear,anger,0
./dataset_fer/test/images/joy_fer_test_6920.jpg,joy,joy,1
./dataset_fer/test/images/fear_fer_test_908.jpg,fear,surprise,0
./dataset_fer/test/images/sadness_fer_test_2262.jpg,sadness,sadness,1
./dataset_fer/test/images/sadness_fer_test_1153.jpg,sadness,sadness,1
./dataset_fer/test/images/joy_fer_test_5440.jpg,joy,anger,0
./dataset_fer/test/images/sadness_fer_test_2102.jpg,sadness,sadness,1
./dataset_fer/test/images/joy_fer_test_6037.jpg,joy,joy,1
./dataset_fer/test/images/joy_fer_test_6378.jpg,joy,joy,1
./dataset_fer/test/images/anger_fer_test_4619.jpg,anger,anger,1
./dataset_fer/test/images/anger_fer_test_4906.jpg,anger,anger,1
./dataset_fer/test/images/joy_fer_test_6495.jpg,joy,joy,1
./dataset_fer/test/images/neutral_fer_test_3331.jpg,neutral,neutral,1
./dataset_fer/test/images/sadness_fer_test_1164.jpg,sadness,anger,0
./dataset_fer/test/images/neutral_fer_test_2976.jpg,neutral,anger,0
./dataset_fer/test/images/fear_fer_test_642.jpg,fear,fear,1
./dataset_fer/test/images/neutral_fer_test_3209.jpg,neutral,sadness,0
./dataset_fer/test/images/neutral_fer_test_3093.jpg,neutral,sadness,0
./dataset_fer/test/images/fear_fer_test_516.jpg,fear,anger,0
./dataset_fer/test/images/joy_fer_test_6613.jpg,joy,joy,1
./dataset_fer/test/images/sadness_fer_test_2086.jpg,sadness,sadness,1
./dataset_fer/test/images/neutral_fer_test_2347.jpg,neutral,sadness,0
./dataset_fer/test/images/neutral_fer_test_2817.jpg,neutral,sadness,0
./dataset_fer/test/images/neutral_fer_test_3272.jpg,neutral,sadness,0
./dataset_fer/test/images/joy_fer_test_5562.jpg,joy,joy,1
./dataset_fer/test/images/fear_fer_test_61.jpg,fear,fear,1
./dataset_fer/test/images/neutral_fer_test_2608.jpg,neutral,joy,0
./dataset_fer/test/images/surprise_fer_test_3630.jpg,surprise,surprise,1
./dataset_fer/test/images/joy_fer_test_5424.jpg,joy,joy,1
./dataset_fer/test/images/sadness_fer_test_1605.jpg,sadness,sadness,1
./dataset_fer/test/images/anger_fer_test_4971.jpg,anger,sadness,0
./dataset_fer/test/images/joy_fer_test_5358.jpg,joy,joy,1
./dataset_fer/test/images/joy_fer_test_6530.jpg,joy,joy,1
./dataset_fer/test/images/anger_fer_test_4843.jpg,anger,anger,1
./dataset_fer/test/images/surprise_fer_test_4069.jpg,surprise,surprise,1
./dataset_fer/test/images/fear_fer_test_228.jpg,fear,neutral,0
./dataset_fer/test/images/sadness_fer_test_1974.jpg,sadness,sadness,1
./dataset_fer/test/images/neutral_fer_test_2288.jpg,neutral,neutral,1
./dataset_fer/test/images/sadness_fer_test_1830.jpg,sadness,sadness,1
./dataset_fer/test/images/surprise_fer_test_4281.jpg,surprise,surprise,1
./dataset_fer/test/images/surprise_fer_test_3767.jpg,surprise,surprise,1
./dataset_fer/test/images/surprise_fer_test_4154.jpg,surprise,joy,0
./dataset_fer/test/images/joy_fer_test_5316.jpg,joy,joy,1
./dataset_fer/test/images/neutral_fer_test_2634.jpg,neutral,neutral,1
./dataset_fer/test/images/joy_fer_test_6109.jpg,joy,joy,1
./dataset_fer/test/images/fear_fer_test_748.jpg,fear,neutral,0
./dataset_fer/test/images/surprise_fer_test_4113.jpg,surprise,surprise,1
./dataset_fer/test/images/fear_fer_test_939.jpg,fear,anger,0
./dataset_fer/test/images/sadness_fer_test_1905.jpg,sadness,sadness,1
./dataset_fer/test/images/joy_fer_test_5886.jpg,joy,joy,1
./dataset_fer/test/images/fear_fer_test_215.jpg,fear,sadness,0
./dataset_fer/test/images/sadness_fer_test_1151.jpg,sadness,sadness,1
./dataset_fer/test/images/anger_fer_test_5017.jpg,anger,sadness,0
./dataset_fer/test/images/fear_fer_test_445.jpg,fear,fear,1
./dataset_fer/test/images/sadness_fer_test_1277.jpg,sadness,anger,0
./dataset_fer/test/images/sadness_fer_test_1399.jpg,sadness,sadness,1
./dataset_fer/test/images/sadness_fer_test_1827.jpg,sadness,anger,0
./dataset_fer/test/images/joy_fer_test_7009.jpg,joy,joy,1
./dataset_fer/test/images/anger_fer_test_4368.jpg,anger,anger,1
./dataset_fer/test/images/neutral_fer_test_3010.jpg,neutral,joy,0
./dataset_fer/test/images/sadness_fer_test_2137.jpg,sadness,joy,0
./dataset_fer/test/images/anger_fer_test_4842.jpg,anger,anger,1
./dataset_fer/test/images/sadness_fer_test_2123.jpg,sadness,sadness,1
./dataset_fer/test/images/neutral_fer_test_3193.jpg,neutral,neutral,1
./dataset_fer/test/images/neutral_fer_test_2613.jpg,neutral,neutral,1
./dataset_fer/test/images/anger_fer_test_4658.jpg,anger,anger,1
./dataset_fer/test/images/joy_fer_test_6145.jpg,joy,anger,0
./dataset_fer/test/images/fear_fer_test_659.jpg,fear,fear,1
./dataset_fer/test/images/joy_fer_test_5837.jpg,joy,joy,1
./dataset_fer/test/images/joy_fer_test_6491.jpg,joy,joy,1
./dataset_fer/test/images/sadness_fer_test_2036.jpg,sadness,sadness,1
./dataset_fer/test/images/neutral_fer_test_3090.jpg,neutral,neutral,1
./dataset_fer/test/images/joy_fer_test_5415.jpg,joy,joy,1
./dataset_fer/test/images/sadness_fer_test_1839.jpg,sadness,sadness,1
./dataset_fer/test/images/sadness_fer_test_1266.jpg,sadness,anger,0
./dataset_fer/test/images/fear_fer_test_683.jpg,fear,neutral,0
./dataset_fer/test/images/neutral_fer_test_3036.jpg,neutral,sadness,0
./dataset_fer/test/images/surprise_fer_test_4097.jpg,surprise,surprise,1
./dataset_fer/test/images/sadness_fer_test_1634.jpg,sadness,sadness,1
./dataset_fer/test/images/fear_fer_test_152.jpg,fear,anger,0
./dataset_fer/test/images/sadness_fer_test_1334.jpg,sadness,sadness,1
./dataset_fer/test/images/fear_fer_test_489.jpg,fear,neutral,0
./dataset_fer/test/images/joy_fer_test_5783.jpg,joy,joy,1
./dataset_fer/test/images/surprise_fer_test_3988.jpg,surprise,surprise,1
./dataset_fer/test/images/fear_fer_test_969.jpg,fear,neutral,0
./dataset_fer/test/images/neutral_fer_test_3423.jpg,neutral,joy,0
./dataset_fer/test/images/joy_fer_test_5542.jpg,joy,surprise,0
./dataset_fer/test/images/neutral_fer_test_2785.jpg,neutral,sadness,0
./dataset_fer/test/images/fear_fer_test_874.jpg,fear,anger,0
./dataset_fer/test/images/joy_fer_test_6933.jpg,joy,joy,1
./dataset_fer/test/images/joy_fer_test_5868.jpg,joy,joy,1
./dataset_fer/test/images/fear_fer_test_515.jpg,fear,sadness,0
./dataset_fer/test/images/sadness_fer_test_2251.jpg,sadness,neutral,0
./dataset_fer/test/images/joy_fer_test_6003.jpg,joy,joy,1
./dataset_fer/test/images/neutral_fer_test_3305.jpg,neutral,neutral,1
./dataset_fer/test/images/surprise_fer_test_4004.jpg,surprise,fear,0
./dataset_fer/test/images/joy_fer_test_6364.jpg,joy,joy,1
./dataset_fer/test/images/surprise_fer_test_3527.jpg,surprise,surprise,1
./dataset_fer/test/images/sadness_fer_test_1106.jpg,sadness,sadness,1
./dataset_fer/test/images/fear_fer_test_30.jpg,fear,anger,0
./dataset_fer/test/images/surprise_fer_test_3585.jpg,surprise,surprise,1
./dataset_fer/test/images/joy_fer_test_6528.jpg,joy,joy,1
./dataset_fer/test/images/sadness_fer_test_2238.jpg,sadness,anger,0
./dataset_fer/test/images/anger_fer_test_4675.jpg,anger,anger,1
./dataset_fer/test/images/surprise_fer_test_4189.jpg,surprise,surprise,1
./dataset_fer/test/images/anger_fer_test_4885.jpg,anger,anger,1
./dataset_fer/test/images/joy_fer_test_5669.jpg,joy,joy,1
./dataset_fer/test/images/neutral_fer_test_2793.jpg,neutral,neutral,1
./dataset_fer/test/images/surprise_fer_test_3517.jpg,surprise,surprise,1
./dataset_fer/test/images/fear_fer_test_566.jpg,fear,sadness,0
./dataset_fer/test/images/neutral_fer_test_2585.jpg,neutral,joy,0
./dataset_fer/test/images/joy_fer_test_6971.jpg,joy,joy,1
./dataset_fer/test/images/fear_fer_test_882.jpg,fear,anger,0
./dataset_fer/test/images/fear_fer_test_658.jpg,fear,joy,0
./dataset_fer/test/images/sadness_fer_test_1624.jpg,sadness,anger,0
./dataset_fer/test/images/neutral_fer_test_3188.jpg,neutral,neutral,1
./dataset_fer/test/images/fear_fer_test_195.jpg,fear,joy,0
./dataset_fer/test/images/anger_fer_test_4878.jpg,anger,anger,1
./dataset_fer/test/images/joy_fer_test_5911.jpg,joy,joy,1
./dataset_fer/test/images/anger_fer_test_4911.jpg,anger,anger,1
./dataset_fer/test/images/sadness_fer_test_1984.jpg,sadness,anger,0
./dataset_fer/test/images/joy_fer_test_5625.jpg,joy,joy,1
./dataset_fer/test/images/joy_fer_test_5480.jpg,joy,joy,1
./dataset_fer/test/images/joy_fer_test_6984.jpg,joy,joy,1
./dataset_fer/test/images/anger_fer_test_5122.jpg,anger,anger,1
./dataset_fer/test/images/sadness_fer_test_2160.jpg,sadness,anger,0
./dataset_fer/test/images/sadness_fer_test_1784.jpg,sadness,sadness,1
./dataset_fer/test/images/joy_fer_test_7054.jpg,joy,joy,1
./dataset_fer/test/images/neutral_fer_test_2497.jpg,neutral,neutral,1
./dataset_fer/test/images/anger_fer_test_4834.jpg,anger,anger,1
./dataset_fer/test/images/anger_fer_test_4668.jpg,anger,anger,1
./dataset_fer/test/images/joy_fer_test_5854.jpg,joy,joy,1
./dataset_fer/test/images/sadness_fer_test_1525.jpg,sadness,neutral,0
./dataset_fer/test/images/sadness_fer_test_2052.jpg,sadness,sadness,1
./dataset_fer/test/images/fear_fer_test_336.jpg,fear,sadness,0
./dataset_fer/test/images/anger_fer_test_4960.jpg,anger,anger,1
./dataset_fer/test/images/fear_fer_test_912.jpg,fear,surprise,0
./dataset_fer/test/images/anger_fer_test_5102.jpg,anger,anger,1
./dataset_fer/test/images/surprise_fer_test_4117.jpg,surprise,surprise,1
./dataset_fer/test/images/joy_fer_test_6336.jpg,joy,joy,1
./dataset_fer/test/images/neutral_fer_test_3356.jpg,neutral,anger,0
./dataset_fer/test/images/fear_fer_test_754.jpg,fear,surprise,0
./dataset_fer/test/images/joy_fer_test_6840.jpg,joy,neutral,0
./dataset_fer/test/images/neutral_fer_test_2721.jpg,neutral,joy,0
./dataset_fer/test/images/anger_fer_test_4459.jpg,anger,anger,1
./dataset_fer/test/images/neutral_fer_test_3179.jpg,neutral,neutral,1
./dataset_fer/test/images/anger_fer_test_4828.jpg,anger,sadness,0
./dataset_fer/test/images/joy_fer_test_5785.jpg,joy,joy,1
./dataset_fer/test/images/neutral_fer_test_2945.jpg,neutral,neutral,1
./dataset_fer/test/images/surprise_fer_test_4287.jpg,surprise,surprise,1
./dataset_fer/test/images/anger_fer_test_5173.jpg,anger,surprise,0
./dataset_fer/test/images/anger_fer_test_5004.jpg,anger,anger,1
./dataset_fer/test/images/surprise_fer_test_4175.jpg,surprise,surprise,1
./dataset_fer/test/images/anger_fer_test_4812.jpg,anger,fear,0
./dataset_fer/test/images/neutral_fer_test_2843.jpg,neutral,neutral,1
./dataset_fer/test/images/joy_fer_test_5980.jpg,joy,joy,1
./dataset_fer/test/images/surprise_fer_test_3847.jpg,surprise,surprise,1
./dataset_fer/test/images/sadness_fer_test_1376.jpg,sadness,sadness,1
./dataset_fer/test/images/anger_fer_test_4601.jpg,anger,anger,1
./dataset_fer/test/images/sadness_fer_test_1583.jpg,sadness,sadness,1
./dataset_fer/test/images/fear_fer_test_495.jpg,fear,sadness,0
./dataset_fer/test/images/fear_fer_test_877.jpg,fear,sadness,0
./dataset_fer/test/images/neutral_fer_test_2884.jpg,neutral,neutral,1
./dataset_fer/test/images/sadness_fer_test_1165.jpg,sadness,neutral,0
./dataset_fer/test/images/joy_fer_test_5853.jpg,joy,joy,1
./dataset_fer/test/images/sadness_fer_test_1780.jpg,sadness,sadness,1
./dataset_fer/test/images/fear_fer_test_889.jpg,fear,sadness,0
./dataset_fer/test/images/fear_fer_test_710.jpg,fear,surprise,0
./dataset_fer/test/images/joy_fer_test_5898.jpg,joy,joy,1
./dataset_fer/test/images/anger_fer_test_4651.jpg,anger,anger,1
./dataset_fer/test/images/joy_fer_test_5628.jpg,joy,joy,1
./dataset_fer/test/images/neutral_fer_test_3052.jpg,neutral,joy,0
./dataset_fer/test/images/neutral_fer_test_2876.jpg,neutral,anger,0
./dataset_fer/test/images/joy_fer_test_6370.jpg,joy,joy,1
./dataset_fer/test/images/anger_fer_test_5103.jpg,anger,anger,1
./dataset_fer/test/images/anger_fer_test_4551.jpg,anger,joy,0
./dataset_fer/test/images/joy_fer_test_6631.jpg,joy,joy,1
./dataset_fer/test/images/sadness_fer_test_1232.jpg,sadness,sadness,1
./dataset_fer/test/images/anger_fer_test_4638.jpg,anger,unknown,0
./dataset_fer/test/images/fear_fer_test_206.jpg,fear,fear,1
./dataset_fer/test/images/joy_fer_test_5509.jpg,joy,joy,1
./dataset_fer/test/images/joy_fer_test_6732.jpg,joy,joy,1
./dataset_fer/test/images/neutral_fer_test_3343.jpg,neutral,sadness,0
./dataset_fer/test/images/neutral_fer_test_3130.jpg,neutral,neutral,1
./dataset_fer/test/images/anger_fer_test_5256.jpg,anger,anger,1
./dataset_fer/test/images/joy_fer_test_5528.jpg,joy,joy,1
./dataset_fer/test/images/surprise_fer_test_3891.jpg,surprise,fear,0
./dataset_fer/test/images/anger_fer_test_5251.jpg,anger,sadness,0
./dataset_fer/test/images/sadness_fer_test_1570.jpg,sadness,sadness,1
./dataset_fer/test/images/surprise_fer_test_3584.jpg,surprise,surprise,1
./dataset_fer/test/images/joy_fer_test_5806.jpg,joy,joy,1
./dataset_fer/test/images/sadness_fer_test_1208.jpg,sadness,sadness,1
./dataset_fer/test/images/joy_fer_test_6519.jpg,joy,joy,1
./dataset_fer/test/images/surprise_fer_test_3805.jpg,surprise,surprise,1
./dataset_fer/test/images/neutral_fer_test_2729.jpg,neutral,neutral,1
./dataset_fer/test/images/sadness_fer_test_1223.jpg,sadness,sadness,1
./dataset_fer/test/images/joy_fer_test_6222.jpg,joy,joy,1
./dataset_fer/test/images/sadness_fer_test_1864.jpg,sadness,sadness,1
./dataset_fer/test/images/joy_fer_test_6366.jpg,joy,joy,1
./dataset_fer/test/images/sadness_fer_test_1922.jpg,sadness,sadness,1
./dataset_fer/test/images/fear_fer_test_351.jpg,fear,neutral,0
./dataset_fer/test/images/neutral_fer_test_3322.jpg,neutral,neutral,1
./dataset_fer/test/images/joy_fer_test_5506.jpg,joy,joy,1
./dataset_fer/test/images/neutral_fer_test_3231.jpg,neutral,neutral,1
./dataset_fer/test/images/surprise_fer_test_4027.jpg,surprise,surprise,1
./dataset_fer/test/images/sadness_fer_test_1683.jpg,sadness,anger,0
./dataset_fer/test/images/joy_fer_test_5581.jpg,joy,joy,1
./dataset_fer/test/images/anger_fer_test_4514.jpg,anger,anger,1
./dataset_fer/test/images/joy_fer_test_5684.jpg,joy,joy,1
./dataset_fer/test/images/sadness_fer_test_1860.jpg,sadness,sadness,1
./dataset_fer/test/images/anger_fer_test_5265.jpg,anger,anger,1
./dataset_fer/test/images/sadness_fer_test_2249.jpg,sadness,anger,0
./dataset_fer/test/images/joy_fer_test_5436.jpg,joy,joy,1
./dataset_fer/test/images/fear_fer_test_679.jpg,fear,fear,1
./dataset_fer/test/images/fear_fer_test_565.jpg,fear,joy,0
./dataset_fer/test/images/joy_fer_test_5422.jpg,joy,joy,1
./dataset_fer/test/images/anger_fer_test_5059.jpg,anger,anger,1
